ID,Region,Territory,"Pricing, Delivery_Terms_Quote_Appr","Pricing, Delivery_Terms_Approved",Bureaucratic_Code_0_Approval,Bureaucratic_Code_0_Approved,Submitted_for_Approval,Bureaucratic_Code,Account_Created_Date,Source ,Billing_Country,Account_Name,Opportunity_Name,Opportunity_ID,Sales_Contract_No,Account_Owner,Opportunity_Owner,Account_Type,Opportunity_Type,Quote_Type,Delivery_Terms,Opportunity_Created_Date,Brand,Product_Type,Size,Product_Category_B,Price,Currency,Last_Activity,Quote_Expiry_Date,Last_Modified_Date,Last_Modified_By,Product_Family,Product_Name,ASP_Currency,ASP,ASP_(converted)_Currency,ASP_(converted),Planned_Delivery_Start_Date,Planned_Delivery_End_Date,Month,Delivery_Quarter,Delivery_Year,Actual_Delivery_Date,TRF,Total_Amount_Currency,Total_Amount,Total_Taxable_Amount_Currency,Total_Taxable_Amount,Prod_Category_A
7374,Americas,NW America,0,0,0,0,0,Bureaucratic_Code_4,8/30/2018,Source_9,United States,Account_Name_1192,Opportunity_Name_7655,10693,6439,Person_Name_64,Person_Name_64,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_4,4/12/2019,None,None,None,None,None,None,NaT,5/12/2019,4/13/2019,Person_Name_64,Product_Family_140,Product_Name_241,USD,0.39,USD,0.39,5/2/2019,5/2/2019,2019 - 5,Q2,2019,NaT,0,USD,5752.5,USD,5752.5,Prod_Category_A_None
7380,Americas,NW America,0,0,0,0,0,Bureaucratic_Code_4,8/30/2018,Source_9,United States,Account_Name_1192,Opportunity_Name_7656,10694,6438,Person_Name_64,Person_Name_64,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_4,4/12/2019,None,None,None,None,None,None,NaT,4/30/2019,4/13/2019,Person_Name_64,Product_Family_140,Product_Name_241,USD,0.39,USD,0.39,5/2/2019,5/2/2019,2019 - 5,Q2,2019,NaT,0,USD,5752.5,USD,5752.5,Prod_Category_A_None
6607,APAC,Australia,1,1,1,0,0,Bureaucratic_Code_2,8/22/2018,Source_13,Australia,Account_Name_1613,Opportunity_Name_10823,10695,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_168,Product_Name_322,USD,0.4,USD,0.4,9/30/2019,12/31/2019,2019 - 9,Q3,2019,NaT,0,USD,118272,USD,354816,Prod_Category_A_None
6630,APAC,Australia,1,1,1,0,0,Bureaucratic_Code_2,8/22/2018,Source_13,Australia,Account_Name_1613,Opportunity_Name_10823,10695,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_168,Product_Name_322,USD,0.4,USD,0.4,9/30/2019,12/31/2019,2019 - 9,Q3,2019,NaT,0,USD,118272,USD,354816,Prod_Category_A_None
6663,APAC,Australia,1,1,1,0,0,Bureaucratic_Code_2,8/22/2018,Source_13,Australia,Account_Name_1613,Opportunity_Name_10823,10695,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_168,Product_Name_322,USD,0.4,USD,0.4,9/30/2019,12/31/2019,2019 - 9,Q3,2019,NaT,0,USD,118272,USD,354816,Prod_Category_A_None
6591,APAC,Australia,1,1,1,0,0,Bureaucratic_Code_2,8/22/2018,Source_13,Australia,Account_Name_1613,Opportunity_Name_10824,10696,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_162,Product_Name_298,USD,0.4,USD,0.4,9/30/2019,12/31/2019,2019 - 9,Q3,2019,NaT,0,USD,116424,USD,465696,Prod_Category_A_None
6596,APAC,Australia,1,1,1,0,0,Bureaucratic_Code_2,8/22/2018,Source_13,Australia,Account_Name_1613,Opportunity_Name_10824,10696,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_162,Product_Name_298,USD,0.4,USD,0.4,9/30/2019,12/31/2019,2019 - 9,Q3,2019,NaT,0,USD,116424,USD,465696,Prod_Category_A_None
6636,APAC,Australia,1,1,1,0,0,Bureaucratic_Code_2,8/22/2018,Source_13,Australia,Account_Name_1613,Opportunity_Name_10824,10696,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_162,Product_Name_298,USD,0.4,USD,0.4,9/30/2019,12/31/2019,2019 - 9,Q3,2019,NaT,0,USD,116424,USD,465696,Prod_Category_A_None
6641,APAC,Australia,1,1,1,0,0,Bureaucratic_Code_2,8/22/2018,Source_13,Australia,Account_Name_1613,Opportunity_Name_10824,10696,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_162,Product_Name_298,USD,0.4,USD,0.4,9/30/2019,12/31/2019,2019 - 9,Q3,2019,NaT,0,USD,116424,USD,465696,Prod_Category_A_None
6647,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,8/22/2018,Source_13,Australia,Account_Name_1613,Opportunity_Name_10827,10697,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_212,Product_Name_452,USD,0.34,USD,0.34,9/30/2019,12/31/2019,2019 - 9,Q3,2019,NaT,0,USD,86394,USD,431970,Prod_Category_A_None
6652,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,8/22/2018,Source_13,Australia,Account_Name_1613,Opportunity_Name_10827,10697,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_212,Product_Name_452,USD,0.34,USD,0.34,9/30/2019,12/31/2019,2019 - 9,Q3,2019,NaT,0,USD,86394,USD,431970,Prod_Category_A_None
6658,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,8/22/2018,Source_13,Australia,Account_Name_1613,Opportunity_Name_10827,10697,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_212,Product_Name_452,USD,0.34,USD,0.34,9/30/2019,12/31/2019,2019 - 9,Q3,2019,NaT,0,USD,86394,USD,431970,Prod_Category_A_None
6669,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,8/22/2018,Source_13,Australia,Account_Name_1613,Opportunity_Name_10827,10697,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_212,Product_Name_452,USD,0.34,USD,0.34,9/30/2019,12/31/2019,2019 - 9,Q3,2019,NaT,0,USD,86394,USD,431970,Prod_Category_A_None
6674,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,8/22/2018,Source_13,Australia,Account_Name_1613,Opportunity_Name_10827,10697,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_212,Product_Name_452,USD,0.34,USD,0.34,9/30/2019,12/31/2019,2019 - 9,Q3,2019,NaT,0,USD,86394,USD,431970,Prod_Category_A_None
14628,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,5/23/2017,Source_7,New Zealand,Account_Name_1857,Opportunity_Name_11731,10698,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_162,Product_Name_298,USD,0.4,USD,0.4,9/30/2019,12/31/2019,2019 - 9,Q3,2019,NaT,0,USD,116424,USD,232848,Prod_Category_A_None
14634,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,5/23/2017,Source_7,New Zealand,Account_Name_1857,Opportunity_Name_11731,10698,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_162,Product_Name_298,USD,0.4,USD,0.4,9/30/2019,12/31/2019,2019 - 9,Q3,2019,NaT,0,USD,116424,USD,232848,Prod_Category_A_None
14656,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,5/23/2017,Source_7,New Zealand,Account_Name_1857,Opportunity_Name_11732,10699,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_167,Product_Name_315,USD,0.36,USD,0.36,9/30/2019,12/31/2019,2019 - 9,Q3,2019,NaT,0,USD,82555.2,USD,412776,Prod_Category_A_None
14661,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,5/23/2017,Source_7,New Zealand,Account_Name_1857,Opportunity_Name_11732,10699,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_167,Product_Name_315,USD,0.36,USD,0.36,9/30/2019,12/31/2019,2019 - 9,Q3,2019,NaT,0,USD,82555.2,USD,412776,Prod_Category_A_None
14639,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,5/23/2017,Source_7,New Zealand,Account_Name_1857,Opportunity_Name_11732,10699,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_167,Product_Name_315,USD,0.36,USD,0.36,9/30/2019,12/31/2019,2019 - 9,Q3,2019,NaT,0,USD,82555.2,USD,412776,Prod_Category_A_None
14645,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,5/23/2017,Source_7,New Zealand,Account_Name_1857,Opportunity_Name_11732,10699,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_167,Product_Name_315,USD,0.36,USD,0.36,9/30/2019,12/31/2019,2019 - 9,Q3,2019,NaT,0,USD,82555.2,USD,412776,Prod_Category_A_None
14650,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,5/23/2017,Source_7,New Zealand,Account_Name_1857,Opportunity_Name_11732,10699,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_167,Product_Name_315,USD,0.36,USD,0.36,9/30/2019,12/31/2019,2019 - 9,Q3,2019,NaT,0,USD,82555.2,USD,412776,Prod_Category_A_None
6614,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,8/22/2018,Source_13,Australia,Account_Name_1613,Opportunity_Name_10828,10700,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_210,Product_Name_440,USD,0.55,USD,0.55,12/31/2019,12/31/2019,2019 - 12,Q4,2019,NaT,0,USD,177870,USD,533610,Prod_Category_A_None
6619,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,8/22/2018,Source_13,Australia,Account_Name_1613,Opportunity_Name_10828,10700,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_210,Product_Name_440,USD,0.55,USD,0.55,12/31/2019,12/31/2019,2019 - 12,Q4,2019,NaT,0,USD,177870,USD,533610,Prod_Category_A_None
6625,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,8/22/2018,Source_13,Australia,Account_Name_1613,Opportunity_Name_10828,10700,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_210,Product_Name_440,USD,0.55,USD,0.55,12/31/2019,12/31/2019,2019 - 12,Q4,2019,NaT,0,USD,177870,USD,533610,Prod_Category_A_None
8539,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,2/20/2017,Source_7,Australia,Account_Name_266,Opportunity_Name_2925,10701,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/12/2019,Person_Name_1,Product_Family_210,Product_Name_440,USD,0.55,USD,0.55,12/31/2019,12/31/2019,2019 - 12,Q4,2019,NaT,0,USD,177870,USD,533610,Prod_Category_A_None
8528,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,2/20/2017,Source_7,Australia,Account_Name_266,Opportunity_Name_2925,10701,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/12/2019,Person_Name_1,Product_Family_210,Product_Name_440,USD,0.55,USD,0.55,12/31/2019,12/31/2019,2019 - 12,Q4,2019,NaT,0,USD,177870,USD,533610,Prod_Category_A_None
8534,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,2/20/2017,Source_7,Australia,Account_Name_266,Opportunity_Name_2925,10701,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/12/2019,Person_Name_1,Product_Family_210,Product_Name_440,USD,0.55,USD,0.55,12/31/2019,12/31/2019,2019 - 12,Q4,2019,NaT,0,USD,177870,USD,533610,Prod_Category_A_None
14623,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,5/23/2017,Source_7,New Zealand,Account_Name_1857,Opportunity_Name_11733,10702,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_7,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/15/2019,Person_Name_15,Product_Family_210,Product_Name_440,USD,0.55,USD,0.55,12/31/2019,12/31/2019,2019 - 12,Q4,2019,NaT,0,USD,177870,USD,177870,Prod_Category_A_None
12146,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,4/4/2019,Source_7,Australia,Account_Name_1387,Opportunity_Name_9883,10703,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_12,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/12/2019,Person_Name_1,Product_Family_210,Product_Name_440,USD,0.55,USD,0.55,12/31/2019,12/31/2019,2019 - 12,Q4,2019,NaT,0,USD,177870,USD,533610,Prod_Category_A_None
12151,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,4/4/2019,Source_7,Australia,Account_Name_1387,Opportunity_Name_9883,10703,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_12,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/12/2019,Person_Name_1,Product_Family_210,Product_Name_440,USD,0.55,USD,0.55,12/31/2019,12/31/2019,2019 - 12,Q4,2019,NaT,0,USD,177870,USD,533610,Prod_Category_A_None
12140,APAC,Australia,1,1,0,0,0,Bureaucratic_Code_4,4/4/2019,Source_7,Australia,Account_Name_1387,Opportunity_Name_9883,10703,None,Person_Name_43,Person_Name_15,Account_Type_0,Opportunity_Type_12,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/12/2019,Person_Name_1,Product_Family_210,Product_Name_440,USD,0.55,USD,0.55,12/31/2019,12/31/2019,2019 - 12,Q4,2019,NaT,0,USD,177870,USD,533610,Prod_Category_A_None
14690,Japan,Japan,1,1,0,0,0,Bureaucratic_Code_4,5/23/2018,None,Japan,Account_Name_979,Opportunity_Name_492,10704,6430,Person_Name_32,Person_Name_32,Account_Type_0,Opportunity_Type_1,Non Binding,Delivery_Terms_4,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/12/2019,Person_Name_32,Product_Family_132,Product_Name_231,JPY,39,USD,0.35062,4/18/2019,4/18/2019,2019 - 4,Q2,2019,NaT,0,JPY,395850,JPY,395850,Prod_Category_A_None
21285,APAC,Thailand,0,0,0,0,0,Bureaucratic_Code_4,9/16/2013,None,Thailand,Account_Name_1343,Opportunity_Name_1262,10705,6435,Person_Name_54,Person_Name_54,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,4/30/2019,4/12/2019,Person_Name_19,Product_Family_212,Product_Name_452,USD,0.285,USD,0.285,4/23/2019,4/23/2019,2019 - 4,Q2,2019,NaT,0,USD,36209.25,USD,121794.75,Prod_Category_A_None
21289,APAC,Thailand,0,0,0,0,0,Bureaucratic_Code_4,9/16/2013,None,Thailand,Account_Name_1343,Opportunity_Name_1262,10705,6435,Person_Name_54,Person_Name_54,Account_Type_2,Opportunity_Type_1,Non Binding,Delivery_Terms_1,4/12/2019,None,None,None,None,None,None,NaT,4/30/2019,4/12/2019,Person_Name_19,Product_Family_212,Product_Name_452,USD,0.285,USD,0.285,4/30/2019,4/30/2019,2019 - 4,Q2,2019,NaT,0,USD,85585.5,USD,121794.75,Prod_Category_A_None
21479,Japan,Japan,1,0,0,0,0,Bureaucratic_Code_5,9/23/2013,Source_13,Japan,Account_Name_1991,Opportunity_Name_12159,10706,None,Person_Name_32,Person_Name_32,Account_Type_0,Opportunity_Type_8,Non Binding,Delivery_Terms_5,4/12/2019,None,None,None,None,None,None,NaT,NaT,4/12/2019,Person_Name_32,Product_Family_132,Product_Name_231,JPY,33,USD,0.29668,4/1/2019,6/30/2019,2019 - 4,Q2,2019,NaT,0,JPY,4249080,JPY,6196080,Prod_Category_A_None
